"BatchNumber","PositionInBatch","FileName","Reason","SourceLengthBytes","SourceAttributes","DestinationLengthBytes","Emotion","SpeakerId","SplitSet","BoxSourcePath","ExpectedDestinationPath"
"39","491","MSP-PODCAST_2339_0290.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0290.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0290.wav"
"39","492","MSP-PODCAST_2339_0298.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0298.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0298.wav"
"39","493","MSP-PODCAST_2339_0303.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","S","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0303.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0303.wav"
"39","494","MSP-PODCAST_2339_0314.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0314.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0314.wav"
"39","495","MSP-PODCAST_2339_0324.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","A","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0324.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0324.wav"
"39","496","MSP-PODCAST_2339_0336.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0336.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0336.wav"
"39","497","MSP-PODCAST_2339_0337.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0337.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0337.wav"
"39","498","MSP-PODCAST_2339_0353.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0353.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0353.wav"
"39","499","MSP-PODCAST_2339_0393.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0393.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0393.wav"
"39","500","MSP-PODCAST_2339_0397.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1251","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0397.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_039\MSP-PODCAST_2339_0397.wav"
"40","1","MSP-PODCAST_2339_0401.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1251","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0401.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0401.wav"
"40","2","MSP-PODCAST_2339_0406.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1251","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0406.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0406.wav"
"40","3","MSP-PODCAST_2339_0408.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","A","1251","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0408.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0408.wav"
"40","4","MSP-PODCAST_2339_0412.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0412.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0412.wav"
"40","5","MSP-PODCAST_2339_0450.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0450.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0450.wav"
"40","6","MSP-PODCAST_2339_0470.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0470.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0470.wav"
"40","7","MSP-PODCAST_2339_0496.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0496.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0496.wav"
"40","8","MSP-PODCAST_2339_0527.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0527.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0527.wav"
"40","9","MSP-PODCAST_2339_0531.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0531.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0531.wav"
"40","10","MSP-PODCAST_2339_0533.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0533.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0533.wav"
"40","11","MSP-PODCAST_2339_0534.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0534.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0534.wav"
"40","12","MSP-PODCAST_2339_0541.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0541.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0541.wav"
"40","13","MSP-PODCAST_2339_0543.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0543.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0543.wav"
"40","14","MSP-PODCAST_2339_0545.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0545.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0545.wav"
"40","15","MSP-PODCAST_2339_0583.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0583.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0583.wav"
"40","16","MSP-PODCAST_2339_0599.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0599.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0599.wav"
"40","17","MSP-PODCAST_2339_0611.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0611.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0611.wav"
"40","18","MSP-PODCAST_2339_0612.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0612.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0612.wav"
"40","19","MSP-PODCAST_2339_0619.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0619.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0619.wav"
"40","20","MSP-PODCAST_2339_0625.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0625.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0625.wav"
"40","21","MSP-PODCAST_2339_0630.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0630.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0630.wav"
"40","22","MSP-PODCAST_2339_0707.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1286","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0707.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0707.wav"
"40","23","MSP-PODCAST_2339_0725.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0725.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0725.wav"
"40","24","MSP-PODCAST_2339_0726.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0726.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0726.wav"
"40","25","MSP-PODCAST_2339_0729.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0729.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0729.wav"
"40","26","MSP-PODCAST_2339_0732.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1287","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2339_0732.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2339_0732.wav"
"40","27","MSP-PODCAST_2342_0104.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","S","1249","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2342_0104.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2342_0104.wav"
"40","28","MSP-PODCAST_2342_0179.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","S","1249","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2342_0179.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2342_0179.wav"
"40","29","MSP-PODCAST_2342_0210.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","1249","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2342_0210.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2342_0210.wav"
"40","30","MSP-PODCAST_2342_0245.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","S","1249","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2342_0245.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2342_0245.wav"
"40","31","MSP-PODCAST_2342_0339.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","S","1249","Train","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2342_0339.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2342_0339.wav"
"40","32","MSP-PODCAST_2343_0024.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0024.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0024.wav"
"40","33","MSP-PODCAST_2343_0034.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","96","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0034.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0034.wav"
"40","34","MSP-PODCAST_2343_0042.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","95","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0042.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0042.wav"
"40","35","MSP-PODCAST_2343_0043.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","95","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0043.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0043.wav"
"40","36","MSP-PODCAST_2343_0045.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","95","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0045.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0045.wav"
"40","37","MSP-PODCAST_2343_0063.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","S","95","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0063.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0063.wav"
"40","38","MSP-PODCAST_2343_0081.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","D","96","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0081.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0081.wav"
"40","39","MSP-PODCAST_2343_0087.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","95","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0087.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0087.wav"
"40","40","MSP-PODCAST_2343_0088.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0088.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0088.wav"
"40","41","MSP-PODCAST_2343_0092.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0092.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0092.wav"
"40","42","MSP-PODCAST_2343_0116.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","A","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0116.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0116.wav"
"40","43","MSP-PODCAST_2343_0118.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0118.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0118.wav"
"40","44","MSP-PODCAST_2343_0132.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0132.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0132.wav"
"40","45","MSP-PODCAST_2343_0159.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0159.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0159.wav"
"40","46","MSP-PODCAST_2343_0168.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0168.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0168.wav"
"40","47","MSP-PODCAST_2343_0171.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","S","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0171.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0171.wav"
"40","48","MSP-PODCAST_2343_0190.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0190.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0190.wav"
"40","49","MSP-PODCAST_2343_0191.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","96","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0191.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0191.wav"
"40","50","MSP-PODCAST_2343_0205.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","S","94","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0205.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0205.wav"
"40","51","MSP-PODCAST_2343_0206.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","96","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0206.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0206.wav"
"40","52","MSP-PODCAST_2343_0220.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","96","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0220.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0220.wav"
"40","53","MSP-PODCAST_2343_0231.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","0","H","95","Test1","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2343_0231.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2343_0231.wav"
